Employee_ID,Job_Title,Industry,Country,Education_Level,Years_Experience,AI_Replacement_Risk,Future_Demand_Score,Remote_Work_Possibility,Average_Salary_USD,Automation_Level,Job_Growth_2030,Work_Hours_Per_Week,Company_Size,AI_Tool_Usage,Performance_Score,Upskilling_Needed,Job_Satisfaction,Hiring_Trend_2026
AIJ-100497,Prompt Engineer,Education,India,Bachelor,6,0.72,0.59,Hybrid,164389,High,7,60,Medium,Low,3.75,No,1.66,Declining
AIJ-100498,Prompt Engineer,Energy,Germany,Master,11,0.78,0.69,Hybrid,189198,Low,18,35,Startup,High,2.76,No,2.17,Growing
AIJ-100499,Digital Marketer,Healthcare,Germany,Master,11,0.34,0.82,Yes,123780,Medium,-3,30,Medium,High,2.03,No,1.86,Growing
AIJ-100500,UX Designer,Government,Canada,PhD,21,0.24,0.37,No,177051,Medium,42,40,Startup,Low,2.15,No,2.99,Stable
AIJ-100501,Robotics Engineer,Technology,Japan,High School,14,0.58,0.39,No,35575,Low,43,60,Medium,Low,4.69,Yes,2.35,Declining
AIJ-100502,Prompt Engineer,Healthcare,Singapore,Master,15,0.7,0.42,Hybrid,120655,Low,15,39,Enterprise,Moderate,3.48,Yes,4.37,Growing
AIJ-100503,DevOps Engineer,Education,UK,High School,6,0.79,0.31,Hybrid,114635,Medium,42,58,Enterprise,Low,4.8,Yes,2.04,Declining
AIJ-100504,UX Designer,Finance,UK,PhD,3,0.29,0.74,Yes,129498,Medium,45,34,Enterprise,Moderate,3.91,Yes,3.09,Declining
AIJ-100505,Cybersecurity Analyst,Manufacturing,Singapore,Bachelor,21,0.25,0.41,Hybrid,107656,High,44,36,Enterprise,Low,2.23,No,1.24,Declining
AIJ-100506,Product Manager,Media,Pakistan,Master,22,0.14,0.36,No,184802,High,-1,57,Enterprise,Low,4.74,Yes,4.67,Stable
AIJ-100507,Cloud Architect,Finance,UAE,High School,23,0.43,0.74,Yes,181320,Low,-9,58,Medium,Low,2.8,No,3.65,Stable
AIJ-100508,Product Manager,Manufacturing,USA,PhD,8,0.24,0.51,No,142944,Low,-7,50,Medium,High,4.78,Yes,2.18,Stable
AIJ-100509,Digital Marketer,Healthcare,Germany,High School,1,0.44,0.74,Yes,199435,High,7,37,Startup,High,2.3,Yes,4.53,Growing
AIJ-100510,Financial Analyst,Retail,Japan,Master,23,0.29,0.36,Yes,83366,Low,1,46,Enterprise,High,3.43,No,4.41,Growing
AIJ-100511,Data Scientist,Transportation,Australia,Master,0,0.22,0.91,Yes,67180,Medium,-6,35,Enterprise,Low,3.78,No,3.33,Stable
AIJ-100512,Digital Marketer,Media,Singapore,Bachelor,24,0.07,0.74,Yes,106194,Low,-4,39,Enterprise,Moderate,3.36,No,4.96,Stable
AIJ-100513,Teacher,Transportation,Canada,Master,21,0.32,0.46,Hybrid,165746,High,30,30,Startup,Moderate,4.57,Yes,2.43,Declining
AIJ-100514,Cloud Architect,Retail,Singapore,PhD,16,0.13,0.93,Yes,129032,Medium,33,41,Medium,Moderate,3.77,No,2.24,Declining
AIJ-100515,IoT Specialist,Finance,UAE,Bachelor,16,0.76,0.43,No,32184,High,25,51,Startup,Moderate,3.46,Yes,4.2,Declining
AIJ-100516,Financial Analyst,Technology,USA,Master,4,0.1,0.44,No,142806,Medium,40,57,Enterprise,High,4.88,Yes,4.81,Growing
AIJ-100517,Digital Marketer,Energy,Australia,PhD,3,0.31,0.23,No,122964,Medium,28,39,Startup,High,3.31,No,4.22,Declining
AIJ-100518,HR Specialist,Transportation,Singapore,Bachelor,12,0.23,0.44,No,107944,Low,-2,46,Medium,High,2.94,No,2.87,Stable
AIJ-100519,Teacher,Retail,Germany,Master,4,0.91,0.53,Hybrid,66853,High,26,58,Medium,Low,4.27,No,1.5,Growing
AIJ-100520,Cloud Architect,Manufacturing,Japan,High School,9,0.81,0.27,Hybrid,100824,Medium,34,40,Startup,Low,4.22,Yes,3.81,Growing
AIJ-100521,Robotics Engineer,Retail,USA,PhD,19,0.86,0.71,Hybrid,70573,Low,-3,32,Startup,Low,3.81,Yes,3.08,Declining
AIJ-100522,Robotics Engineer,Energy,UAE,Bachelor,7,0.51,0.51,Hybrid,61932,Medium,42,49,Enterprise,Moderate,4.58,Yes,2.73,Growing
AIJ-100523,Business Analyst,Transportation,UAE,Master,9,0.2,0.79,Hybrid,173309,Low,27,45,Medium,High,2.83,No,3.79,Declining
AIJ-100524,Robotics Engineer,Technology,Japan,PhD,1,0.16,0.51,No,182184,Low,19,58,Enterprise,Moderate,2.83,Yes,2.43,Growing
AIJ-100525,HR Specialist,Manufacturing,UAE,Bachelor,8,0.11,0.72,Hybrid,122239,Medium,15,32,Enterprise,Moderate,3.13,No,3.42,Declining
AIJ-100526,Machine Learning Engineer,Education,Canada,High School,15,0.8,0.25,Hybrid,37738,Medium,10,54,Startup,High,4.39,Yes,4.6,Declining
AIJ-100527,Financial Analyst,Government,USA,Bachelor,10,0.08,0.79,Yes,145744,High,18,42,Startup,High,3.72,Yes,1.78,Stable
AIJ-100528,Cybersecurity Analyst,Government,USA,High School,6,0.78,0.84,Yes,80409,Low,-10,41,Medium,High,3.64,Yes,2.36,Growing
AIJ-100529,Cybersecurity Analyst,Transportation,Australia,PhD,2,0.61,0.64,Hybrid,66142,Low,-2,55,Enterprise,Moderate,2.3,No,1.92,Growing
AIJ-100530,Machine Learning Engineer,Retail,Canada,Bachelor,16,0.28,0.76,Hybrid,47813,High,9,42,Enterprise,Low,3.64,Yes,3.33,Stable
AIJ-100531,Software Developer,Education,Singapore,Master,24,0.28,0.46,Hybrid,45569,Low,5,45,Startup,High,4.71,Yes,2.38,Declining
AIJ-100532,Financial Analyst,Energy,UAE,Master,25,0.14,0.59,Yes,89046,Low,-7,30,Startup,High,3.82,No,3.73,Growing
AIJ-100533,DevOps Engineer,Energy,Singapore,Bachelor,3,0.4,0.5,No,62830,Low,29,58,Medium,Moderate,2.58,No,4.67,Declining
AIJ-100534,HR Specialist,Technology,USA,Bachelor,1,0.72,0.9,Yes,170566,Low,-2,44,Startup,Moderate,2.13,No,3.41,Declining
AIJ-100535,Business Analyst,Transportation,Pakistan,Bachelor,14,0.64,0.26,Hybrid,172513,Medium,13,54,Enterprise,Moderate,4.61,Yes,3.11,Stable
AIJ-100536,IoT Specialist,Retail,Canada,Bachelor,4,0.86,0.76,Hybrid,193019,Low,9,53,Enterprise,Low,2.37,Yes,1.14,Declining
AIJ-100537,Cybersecurity Analyst,Technology,India,PhD,15,0.29,0.66,Yes,108751,Medium,14,44,Startup,Low,2.62,Yes,3.64,Growing
AIJ-100538,UX Designer,Government,Germany,High School,10,0.89,0.92,Hybrid,118137,High,17,57,Medium,High,4.79,Yes,4.23,Growing
AIJ-100539,Blockchain Developer,Education,UK,High School,8,0.74,0.41,Hybrid,129953,Medium,-5,37,Enterprise,Moderate,3.01,No,1.15,Stable
AIJ-100540,Machine Learning Engineer,Transportation,UAE,High School,14,0.56,0.45,Yes,99341,Medium,-8,60,Medium,Moderate,3.91,Yes,2.63,Growing
AIJ-100541,UX Designer,Transportation,UK,Bachelor,20,0.45,0.4,Yes,102389,Low,45,49,Enterprise,Low,2.7,Yes,1.74,Growing
AIJ-100542,Data Engineer,Technology,Japan,Bachelor,11,0.93,0.21,Yes,122624,Low,22,44,Startup,High,2.23,Yes,2.3,Stable
AIJ-100543,Financial Analyst,Transportation,India,High School,5,0.6,0.48,No,136990,Low,8,59,Startup,High,2.08,Yes,4.23,Growing
AIJ-100544,Cybersecurity Analyst,Healthcare,Germany,PhD,17,0.19,0.8,Hybrid,200187,Low,44,58,Enterprise,Low,3.82,No,2.27,Declining
AIJ-100545,Cloud Architect,Education,UAE,PhD,11,0.93,0.38,Yes,112527,Medium,25,46,Startup,Moderate,3.96,Yes,2.8,Stable
AIJ-100546,Robotics Engineer,Manufacturing,Pakistan,High School,2,0.58,0.31,No,98230,Medium,22,34,Enterprise,Moderate,3.9,Yes,4.6,Stable
AIJ-100547,Cloud Architect,Finance,USA,PhD,0,0.29,0.64,Hybrid,153171,Low,-6,34,Enterprise,High,4.76,No,2.42,Stable
AIJ-100548,Teacher,Healthcare,USA,High School,23,0.79,0.47,No,189582,Medium,16,50,Medium,High,4.5,No,4.03,Growing
AIJ-100549,Blockchain Developer,Energy,Pakistan,PhD,5,0.86,0.67,Hybrid,126960,High,27,38,Startup,Low,2.89,No,1.19,Growing
AIJ-100550,DevOps Engineer,Media,India,Master,3,0.91,0.23,No,85228,Medium,0,33,Medium,Moderate,3.46,Yes,4.54,Stable
AIJ-100551,Data Scientist,Government,USA,Bachelor,0,0.24,0.86,No,74263,Low,13,36,Medium,High,3.28,No,3.08,Stable
AIJ-100552,UX Designer,Healthcare,Pakistan,High School,23,0.49,0.27,Yes,65866,High,-6,40,Startup,High,3.01,No,3.52,Growing
AIJ-100553,Healthcare Analyst,Education,Singapore,High School,20,0.14,0.76,Hybrid,166654,Low,5,34,Enterprise,Moderate,4.62,Yes,3.69,Stable
AIJ-100554,Product Manager,Education,USA,PhD,2,0.17,0.7,No,53255,High,29,36,Enterprise,Low,2.12,No,3.45,Growing
AIJ-100555,IoT Specialist,Transportation,Australia,Master,17,0.32,0.38,No,106576,Medium,-4,37,Startup,Moderate,3.26,No,2.3,Growing
AIJ-100556,IoT Specialist,Transportation,Japan,PhD,21,0.36,0.51,Yes,63569,Low,8,38,Enterprise,Low,4.67,No,1.24,Stable
AIJ-100557,UX Designer,Transportation,Germany,Master,20,0.43,0.41,Yes,44321,Medium,18,43,Startup,High,4.63,Yes,4.12,Declining
AIJ-100558,Data Engineer,Healthcare,USA,Bachelor,11,0.13,0.76,Hybrid,122458,Low,0,56,Enterprise,Moderate,4.58,Yes,2.16,Declining
AIJ-100559,Product Manager,Healthcare,Singapore,PhD,25,0.27,0.21,No,35250,Low,0,39,Medium,Low,2.69,Yes,1.14,Growing
AIJ-100560,Cybersecurity Analyst,Healthcare,Singapore,PhD,0,0.79,0.89,Yes,52260,High,43,47,Enterprise,Low,2.29,No,1.78,Growing
AIJ-100561,HR Specialist,Transportation,Australia,Master,13,0.46,0.28,Yes,201979,Low,16,47,Medium,Moderate,2.85,Yes,2.53,Stable
AIJ-100562,IoT Specialist,Government,Canada,Master,10,0.41,0.38,Yes,126946,High,-5,33,Enterprise,Low,2.62,No,3.37,Declining
AIJ-100563,Healthcare Analyst,Finance,USA,Master,22,0.74,0.4,Hybrid,111646,High,16,57,Startup,Moderate,4.07,No,3.18,Stable
AIJ-100564,Cloud Architect,Energy,Canada,PhD,4,0.55,0.78,Yes,51347,Low,23,53,Startup,Low,2.59,Yes,1.16,Stable
AIJ-100565,DevOps Engineer,Retail,India,Master,19,0.43,0.21,No,60823,High,31,35,Startup,Moderate,3.57,Yes,4.21,Growing
AIJ-100566,Software Developer,Finance,Singapore,PhD,0,0.89,0.93,No,218777,Medium,1,34,Medium,Low,4.98,Yes,2.25,Declining
AIJ-100567,Cybersecurity Analyst,Manufacturing,Singapore,Bachelor,11,0.1,0.57,Hybrid,71013,Low,2,38,Medium,Moderate,3.75,No,2.47,Stable
AIJ-100568,UX Designer,Government,Canada,Bachelor,25,0.14,0.37,Hybrid,76746,High,31,54,Medium,Moderate,3.73,No,4.87,Growing
AIJ-100569,Software Developer,Finance,UAE,High School,10,0.13,0.83,Yes,68401,Low,-2,46,Medium,Moderate,3.99,No,2.21,Declining
AIJ-100570,Product Manager,Manufacturing,Singapore,High School,19,0.4,0.57,Yes,111726,Low,30,56,Medium,High,2.43,No,3.24,Stable
AIJ-100571,Financial Analyst,Energy,Germany,Bachelor,12,0.83,0.88,No,205646,Low,37,30,Startup,Moderate,3.08,Yes,1.02,Stable
AIJ-100572,IoT Specialist,Energy,USA,Master,8,0.6,0.23,Hybrid,102076,Low,26,56,Startup,High,4.78,No,2.96,Stable
AIJ-100573,Machine Learning Engineer,Finance,Canada,PhD,3,0.6,0.76,Yes,214979,Medium,30,52,Startup,Moderate,2.29,No,4.93,Declining
AIJ-100574,Product Manager,Technology,Australia,PhD,21,0.87,0.66,Hybrid,126011,Low,-6,36,Enterprise,Low,4.19,Yes,1.69,Declining
AIJ-100575,Robotics Engineer,Retail,Singapore,Master,3,0.72,0.86,No,30845,Medium,26,56,Enterprise,Low,3.7,No,1.35,Declining
AIJ-100576,Data Scientist,Education,Pakistan,PhD,2,0.61,0.22,Hybrid,74390,Low,9,56,Enterprise,High,4.83,Yes,3.99,Growing
AIJ-100577,Healthcare Analyst,Energy,Germany,Bachelor,8,0.31,0.42,Yes,178121,Low,8,38,Enterprise,Moderate,2.79,No,2.42,Stable
AIJ-100578,Business Analyst,Energy,Pakistan,Master,6,0.58,0.32,No,179084,High,22,47,Enterprise,Moderate,2.27,Yes,2.03,Stable
AIJ-100579,Prompt Engineer,Government,USA,Master,22,0.47,0.46,Yes,177788,High,12,57,Startup,Low,3.26,No,2.35,Declining
AIJ-100580,Teacher,Transportation,Japan,PhD,23,0.54,0.79,No,145083,Medium,43,37,Medium,High,3.12,No,2.93,Stable
AIJ-100581,HR Specialist,Technology,UK,Bachelor,9,0.75,0.95,Hybrid,135054,High,23,36,Enterprise,Low,2.39,No,4.15,Declining
AIJ-100582,Software Developer,Education,UK,Master,9,0.46,0.33,Yes,30221,Low,5,57,Startup,Moderate,2.27,Yes,1.62,Growing
AIJ-100583,Business Analyst,Transportation,Australia,PhD,22,0.47,0.74,Yes,213180,Low,14,34,Medium,Low,3.2,No,4.59,Growing
AIJ-100584,Machine Learning Engineer,Education,Pakistan,Master,10,0.92,0.22,Hybrid,189520,Low,29,49,Medium,Low,3.94,Yes,3,Declining
AIJ-100585,Robotics Engineer,Retail,Australia,PhD,1,0.4,0.34,No,69517,Medium,1,35,Medium,High,3.55,Yes,2.86,Declining
AIJ-100586,Blockchain Developer,Technology,UAE,PhD,13,0.17,0.6,Yes,209909,Medium,17,38,Enterprise,High,2.35,No,3.01,Stable
AIJ-100587,Cybersecurity Analyst,Finance,USA,Master,22,0.93,0.62,Hybrid,130524,Medium,2,46,Enterprise,High,4.62,No,1.19,Stable
AIJ-100588,Financial Analyst,Retail,Australia,Master,21,0.38,0.9,No,209932,Low,24,38,Startup,Moderate,3.07,Yes,2.79,Stable
AIJ-100589,Cybersecurity Analyst,Media,Canada,Bachelor,23,0.53,0.51,Yes,75936,High,21,43,Medium,Moderate,4.92,Yes,4.68,Growing
AIJ-100590,Prompt Engineer,Media,Canada,Master,20,0.6,0.77,Hybrid,56508,Medium,17,42,Startup,Low,4.85,No,3.89,Growing
AIJ-100591,Product Manager,Media,Germany,High School,11,0.56,0.99,Hybrid,191370,Medium,3,54,Medium,Moderate,4.24,Yes,2.11,Growing
AIJ-100592,DevOps Engineer,Finance,India,Master,14,0.3,0.52,Hybrid,34907,High,10,33,Startup,Low,2.05,No,1.88,Growing
AIJ-100593,Healthcare Analyst,Manufacturing,Pakistan,PhD,4,0.48,0.64,No,119902,High,21,36,Enterprise,High,2.51,No,2.02,Declining
AIJ-100594,Robotics Engineer,Retail,Pakistan,PhD,21,0.24,0.98,No,126781,Low,-1,49,Enterprise,Low,3.87,No,2.66,Declining
AIJ-100595,Cloud Architect,Energy,Germany,Bachelor,3,0.17,0.68,Hybrid,62373,Medium,1,57,Startup,High,4.94,No,2.41,Declining
AIJ-100596,Healthcare Analyst,Media,Singapore,PhD,7,0.85,0.96,No,196779,Medium,38,44,Medium,Moderate,2.47,Yes,2.6,Declining
AIJ-100597,Business Analyst,Technology,Japan,Bachelor,4,0.64,0.97,Hybrid,137556,High,22,32,Enterprise,High,4.2,Yes,2.3,Declining
AIJ-100598,Prompt Engineer,Media,Singapore,Bachelor,5,0.72,0.9,No,201472,Medium,36,57,Startup,Low,3.42,Yes,2.29,Stable
AIJ-100599,Digital Marketer,Finance,UAE,High School,25,0.46,0.74,Hybrid,146301,Medium,45,59,Startup,Low,3.39,Yes,1.03,Declining
AIJ-100600,Cloud Architect,Government,Singapore,High School,14,0.91,0.9,No,170860,High,-7,39,Medium,High,4.31,No,2.6,Growing
AIJ-100601,Machine Learning Engineer,Manufacturing,Australia,Master,4,0.73,0.66,Yes,59303,Medium,3,38,Startup,Moderate,3.93,Yes,2.83,Growing
AIJ-100602,HR Specialist,Retail,Japan,High School,24,0.35,0.56,Yes,97612,Low,23,39,Startup,Low,4.64,No,3.86,Stable
AIJ-100603,Software Developer,Finance,Japan,Master,12,0.32,0.79,No,212211,High,4,30,Startup,High,2.91,Yes,2.04,Growing
AIJ-100604,Prompt Engineer,Transportation,UK,PhD,5,0.82,0.45,No,128136,Medium,-10,51,Startup,Moderate,2.67,Yes,1.9,Stable
AIJ-100605,Product Manager,Education,Germany,Master,21,0.46,0.92,Yes,33198,Medium,30,33,Medium,High,2.2,Yes,4.88,Declining
AIJ-100606,Digital Marketer,Transportation,UK,High School,19,0.21,0.94,No,94248,High,7,32,Enterprise,Low,4.2,Yes,4.62,Declining
AIJ-100607,Data Engineer,Technology,Pakistan,High School,6,0.74,0.58,No,55760,Low,18,32,Medium,Low,2.3,Yes,3.39,Stable
AIJ-100608,Teacher,Transportation,USA,Master,24,0.75,0.35,No,196443,High,7,45,Enterprise,Low,2.99,No,3.06,Growing
AIJ-100609,Cloud Architect,Finance,UAE,High School,10,0.56,0.44,Hybrid,145354,Medium,21,35,Startup,Low,4.28,No,1.38,Stable
AIJ-100610,Robotics Engineer,Manufacturing,Singapore,PhD,3,0.74,0.37,Hybrid,161538,Medium,29,36,Enterprise,High,2.46,Yes,1.77,Stable
AIJ-100611,UX Designer,Education,India,PhD,9,0.93,0.72,No,139290,Low,9,40,Enterprise,Moderate,4.49,No,2.8,Stable
AIJ-100612,UX Designer,Technology,Germany,Bachelor,21,0.63,0.31,Hybrid,149770,Medium,8,56,Medium,Low,2.97,No,2.3,Growing
AIJ-100613,Healthcare Analyst,Transportation,Japan,PhD,1,0.3,0.26,Hybrid,72052,Medium,34,60,Enterprise,Moderate,2.75,No,1.24,Declining
AIJ-100614,Healthcare Analyst,Energy,UK,Bachelor,18,0.15,0.31,No,49395,High,2,47,Startup,Moderate,2.74,No,3.23,Stable
AIJ-100615,Business Analyst,Finance,Pakistan,PhD,7,0.91,0.49,No,146874,Medium,11,36,Enterprise,High,2.78,Yes,1.56,Growing
AIJ-100616,Data Scientist,Government,Australia,High School,16,0.1,0.98,No,127904,High,21,39,Enterprise,Moderate,3.9,Yes,3.26,Growing
AIJ-100617,Business Analyst,Healthcare,Australia,Master,14,0.57,0.57,No,200439,High,-1,50,Medium,Low,2.55,No,2.82,Growing
AIJ-100618,Software Developer,Retail,Germany,Master,17,0.07,0.38,No,141974,High,32,36,Enterprise,Moderate,4.68,Yes,1.76,Declining
AIJ-100619,Software Developer,Media,Pakistan,High School,10,0.53,0.95,No,40342,Low,32,36,Startup,Moderate,2.49,No,1.93,Declining
AIJ-100620,Prompt Engineer,Technology,UAE,PhD,12,0.9,0.22,Yes,84679,Low,39,42,Enterprise,Low,2.28,Yes,3.03,Growing
AIJ-100621,Healthcare Analyst,Energy,Germany,Bachelor,2,0.9,0.79,Hybrid,123949,Medium,20,38,Enterprise,Low,4.83,Yes,1.03,Stable
AIJ-100622,Digital Marketer,Healthcare,Australia,PhD,0,0.44,0.87,No,108825,High,31,58,Medium,Low,2.42,Yes,1.71,Declining
AIJ-100623,Business Analyst,Retail,Pakistan,PhD,5,0.47,0.23,No,186291,Low,1,59,Enterprise,Low,4.23,Yes,2.46,Declining
AIJ-100624,Teacher,Manufacturing,USA,High School,10,0.41,0.49,Yes,99515,Medium,-8,53,Startup,Moderate,2.14,No,4.05,Growing
AIJ-100625,Cloud Architect,Transportation,UAE,PhD,17,0.86,0.27,No,47386,Low,44,49,Enterprise,Low,2.93,No,4.6,Stable
AIJ-100626,Business Analyst,Finance,Germany,Bachelor,25,0.49,0.86,Yes,179747,Low,32,32,Enterprise,Low,4.15,No,4.55,Declining
AIJ-100627,HR Specialist,Media,Singapore,Master,24,0.64,0.46,Yes,151149,Medium,17,41,Enterprise,Low,3.74,Yes,3.99,Stable
AIJ-100628,Machine Learning Engineer,Energy,Pakistan,High School,18,0.18,0.23,No,92345,Medium,44,41,Startup,High,4.61,No,2.81,Declining
AIJ-100629,Machine Learning Engineer,Retail,Pakistan,PhD,24,0.74,0.93,Hybrid,118409,Medium,32,33,Enterprise,Moderate,4.29,No,1.25,Stable
AIJ-100630,Financial Analyst,Retail,UAE,PhD,17,0.16,0.76,Yes,63108,High,1,42,Enterprise,Low,2.43,Yes,4.1,Declining
AIJ-100631,Machine Learning Engineer,Manufacturing,UK,High School,21,0.38,0.38,Yes,169164,High,30,57,Enterprise,Low,4.53,Yes,3.16,Growing
AIJ-100632,Blockchain Developer,Manufacturing,UK,Master,0,0.86,0.97,Yes,154923,Medium,35,47,Enterprise,Moderate,2.63,Yes,1.24,Stable
AIJ-100633,Prompt Engineer,Finance,Australia,PhD,18,0.92,0.97,Yes,93560,Low,43,41,Startup,Low,4.89,No,1.56,Stable
AIJ-100634,Data Scientist,Healthcare,Singapore,Master,16,0.18,0.42,Yes,115844,High,28,45,Startup,High,3.31,Yes,3.17,Growing
AIJ-100635,Blockchain Developer,Energy,Japan,Bachelor,22,0.39,0.9,Hybrid,59579,Medium,38,39,Startup,High,2.31,No,1.97,Growing
AIJ-100636,UX Designer,Media,Pakistan,PhD,21,0.3,0.77,No,102316,Medium,-5,30,Startup,High,4.42,Yes,3.34,Declining
AIJ-100637,Prompt Engineer,Technology,Japan,High School,18,0.39,0.61,Hybrid,204996,Low,26,33,Startup,Low,3.08,No,4.26,Growing
AIJ-100638,DevOps Engineer,Technology,Germany,Bachelor,0,0.57,0.61,Hybrid,134514,Medium,-4,39,Medium,Low,4.19,No,2.43,Growing
AIJ-100639,UX Designer,Finance,Germany,Master,23,0.09,0.56,No,196410,Medium,39,56,Startup,Moderate,4.57,No,2.41,Growing
AIJ-100640,Teacher,Transportation,UK,PhD,6,0.7,0.71,No,112031,High,21,41,Medium,Moderate,4.69,Yes,4.84,Stable
AIJ-100641,Robotics Engineer,Media,Singapore,Bachelor,12,0.87,0.75,Hybrid,176927,High,-6,36,Startup,Low,4.13,No,4.41,Declining
AIJ-100642,Teacher,Government,Canada,Master,7,0.14,0.96,No,107047,Low,5,47,Startup,High,4.98,Yes,2.98,Growing
AIJ-100643,Digital Marketer,Technology,Japan,PhD,14,0.78,0.31,No,107802,High,25,48,Startup,Moderate,2.56,No,3.51,Stable
AIJ-100644,Data Engineer,Manufacturing,Canada,Bachelor,10,0.86,0.94,Hybrid,113926,Low,40,47,Enterprise,Low,2.29,No,3.14,Declining
AIJ-100645,Blockchain Developer,Transportation,Japan,PhD,2,0.57,0.24,Yes,192216,Low,25,44,Enterprise,High,2.17,No,2.91,Growing
AIJ-100646,Teacher,Transportation,Australia,Bachelor,12,0.3,0.4,Yes,37229,High,18,39,Enterprise,High,4.02,No,1.93,Growing
AIJ-100647,Teacher,Healthcare,Singapore,PhD,23,0.73,0.66,Yes,48615,High,2,37,Enterprise,Low,4.51,Yes,3.6,Stable
AIJ-100648,Prompt Engineer,Energy,Australia,PhD,4,0.9,0.65,No,209661,Low,-4,39,Medium,Low,4.12,No,3,Declining
AIJ-100649,Product Manager,Retail,USA,High School,17,0.62,0.47,Yes,54648,High,13,33,Startup,Low,4.89,Yes,1.02,Stable
AIJ-100650,Business Analyst,Manufacturing,Canada,Bachelor,19,0.62,0.59,No,170303,High,1,58,Medium,High,4.54,Yes,3.03,Stable
AIJ-100651,Machine Learning Engineer,Government,Singapore,Bachelor,3,0.89,0.29,No,209052,Low,28,34,Enterprise,Moderate,4.81,No,4.14,Declining
AIJ-100652,Business Analyst,Energy,USA,Master,1,0.18,0.96,No,158651,High,35,54,Enterprise,Low,4.54,Yes,3.65,Stable
AIJ-100653,DevOps Engineer,Energy,Australia,PhD,2,0.74,0.43,No,194191,Low,21,33,Medium,High,3.45,No,2.22,Stable
AIJ-100654,HR Specialist,Media,UK,Master,23,0.9,0.44,Yes,184001,High,-9,31,Medium,Moderate,2.56,Yes,4.29,Growing
AIJ-100655,Blockchain Developer,Finance,Germany,Master,2,0.68,0.92,Hybrid,55860,Low,21,36,Enterprise,High,3.84,Yes,4.69,Declining
AIJ-100656,Machine Learning Engineer,Energy,Germany,Master,12,0.64,0.92,Yes,116704,Low,-1,49,Startup,High,4.01,No,3.72,Growing
AIJ-100657,Business Analyst,Transportation,India,High School,20,0.42,0.53,Hybrid,102898,Medium,-8,52,Medium,Low,3.99,Yes,1.28,Declining
AIJ-100658,Prompt Engineer,Retail,Singapore,Master,9,0.22,0.46,Hybrid,97239,Medium,-4,54,Startup,Moderate,4.47,Yes,4.8,Growing
AIJ-100659,Machine Learning Engineer,Healthcare,Canada,Bachelor,13,0.15,0.23,Hybrid,131728,Medium,18,53,Startup,Moderate,3.79,Yes,3.65,Growing
AIJ-100660,Machine Learning Engineer,Manufacturing,UAE,Bachelor,20,0.06,0.32,Yes,95746,Medium,14,34,Medium,High,2.19,Yes,3.51,Stable
AIJ-100661,Data Engineer,Manufacturing,USA,High School,21,0.53,0.64,Yes,67581,Medium,23,47,Startup,High,4.16,No,2.48,Declining
AIJ-100662,HR Specialist,Healthcare,Germany,High School,18,0.05,0.25,Hybrid,131587,Low,-9,50,Medium,High,3.93,No,3.74,Stable
AIJ-100663,Data Engineer,Manufacturing,Germany,Bachelor,9,0.48,0.91,Hybrid,149071,High,1,60,Medium,Moderate,4.65,No,3.96,Stable
AIJ-100664,Software Developer,Manufacturing,Germany,PhD,13,0.84,0.87,No,135442,Medium,36,44,Medium,Moderate,3.39,No,2.3,Stable
AIJ-100665,Teacher,Manufacturing,UAE,PhD,11,0.69,0.65,Hybrid,202838,Medium,3,42,Startup,Moderate,2.33,No,2.2,Growing
AIJ-100666,Machine Learning Engineer,Transportation,USA,Bachelor,12,0.64,0.94,Hybrid,143189,High,1,38,Enterprise,High,3.69,Yes,3.56,Growing
AIJ-100667,Healthcare Analyst,Government,Japan,High School,21,0.27,0.78,Yes,157581,Low,-5,30,Startup,Low,2.99,Yes,2.25,Stable
AIJ-100668,HR Specialist,Transportation,UAE,Master,22,0.11,0.69,Yes,112706,Medium,9,33,Enterprise,Low,4.7,Yes,1.65,Declining
AIJ-100669,Blockchain Developer,Healthcare,USA,Bachelor,12,0.93,0.72,No,68442,Medium,20,35,Startup,High,4.06,No,4.72,Growing
AIJ-100670,Financial Analyst,Healthcare,UK,Bachelor,19,0.56,0.9,No,52284,High,15,59,Startup,Low,4.98,Yes,4.85,Stable
AIJ-100671,Financial Analyst,Retail,Germany,Master,16,0.85,0.53,Yes,74318,Medium,10,58,Startup,Low,3.95,No,2.05,Stable
AIJ-100672,Data Scientist,Government,USA,Master,12,0.35,0.22,Yes,193622,Medium,14,42,Startup,High,4.02,No,2.34,Growing
AIJ-100673,Cybersecurity Analyst,Transportation,Canada,Master,16,0.55,0.59,Yes,99906,Low,41,34,Startup,Low,2.22,No,1.26,Growing
AIJ-100674,Cybersecurity Analyst,Finance,Japan,PhD,20,0.06,0.84,No,191863,High,-4,49,Startup,Low,4.11,Yes,4.67,Declining
AIJ-100675,Cybersecurity Analyst,Energy,Pakistan,Bachelor,15,0.76,0.38,Yes,43106,High,21,49,Enterprise,Low,3.41,Yes,2.77,Growing
AIJ-100676,Business Analyst,Healthcare,Canada,Bachelor,5,0.29,0.89,No,180846,Low,0,42,Enterprise,High,2.89,No,3.03,Stable
AIJ-100677,UX Designer,Retail,UK,High School,1,0.27,0.21,Yes,209183,Medium,12,58,Enterprise,Low,3.86,No,1.32,Growing
AIJ-100678,HR Specialist,Retail,Pakistan,PhD,11,0.68,0.68,Hybrid,47269,Medium,13,45,Medium,Moderate,2.94,Yes,1.91,Declining
